SalesOrderID;OrderDate;Status;OnlineOrderFlag;TerritoryID;TotalDue;Name;Group
43992;14-07-2011;5;true;9;3953.9884;Australia;Pacific
43993;16-07-2011;5;true;9;3953.9884;Australia;Pacific
43994;17-07-2011;5;true;4;3953.9884;Southwest;North America
43995;17-07-2011;5;true;6;3953.9884;Canada;North America
43996;17-07-2011;5;true;4;3953.9884;Southwest;North America
43997;17-07-2011;5;true;4;3953.9884;Southwest;North America
43998;17-07-2011;5;true;9;3729.3640;Australia;Pacific
43999;17-07-2011;5;true;1;3953.9884;Northwest;North America
44000;18-07-2011;5;true;4;3953.9884;Southwest;North America
44001;18-07-2011;5;true;4;3953.9884;Southwest;North America
44002;18-07-2011;5;true;4;772.5036;Southwest;North America
44003;18-07-2011;5;true;8;772.5036;Germany;Europe
44004;18-07-2011;5;true;4;3953.9884;Southwest;North America
44005;18-07-2011;5;true;6;772.5036;Canada;North America
44006;18-07-2011;5;true;9;3953.9884;Australia;Pacific
44007;18-07-2011;5;true;9;772.5036;Australia;Pacific
44008;19-07-2011;5;true;1;3953.9884;Northwest;North America
44009;19-07-2011;5;true;1;3953.9884;Northwest;North America
44010;19-07-2011;5;true;10;3953.9884;United Kingdom;Europe
44011;19-07-2011;5;true;8;3953.9884;Germany;Europe
44012;19-07-2011;5;true;9;3729.3640;Australia;Pacific
44013;19-07-2011;5;true;9;3953.9884;Australia;Pacific
44014;20-07-2011;5;true;4;3953.9884;Southwest;North America
44015;20-07-2011;5;true;10;3953.9884;United Kingdom;Europe
44016;20-07-2011;5;true;10;3729.3640;United Kingdom;Europe
44017;20-07-2011;5;true;1;3953.9884;Northwest;North America
44018;20-07-2011;5;true;1;3729.3640;Northwest;North America
44019;20-07-2011;5;true;9;3953.9884;Australia;Pacific
44020;20-07-2011;5;true;9;3953.9884;Australia;Pacific
44021;20-07-2011;5;true;9;3729.3640;Australia;Pacific
44022;21-07-2011;5;true;6;3953.9884;Canada;North America
44023;21-07-2011;5;true;6;3729.3640;Canada;North America
44024;21-07-2011;5;true;9;3953.9884;Australia;Pacific
44025;21-07-2011;5;true;9;3953.9884;Australia;Pacific
44026;21-07-2011;5;true;9;3953.9884;Australia;Pacific
44027;22-07-2011;5;true;6;3953.9884;Canada;North America
44028;22-07-2011;5;true;9;3953.9884;Australia;Pacific
44029;22-07-2011;5;true;9;3729.3640;Australia;Pacific
44030;23-07-2011;5;true;7;3953.9884;France;Europe
44031;23-07-2011;5;true;10;3953.9884;United Kingdom;Europe
44032;23-07-2011;5;true;10;3756.9890;United Kingdom;Europe
44033;23-07-2011;5;true;9;3953.9884;Australia;Pacific
44034;23-07-2011;5;true;9;3953.9884;Australia;Pacific
44035;23-07-2011;5;true;9;3953.9884;Australia;Pacific
44036;23-07-2011;5;true;9;3953.9884;Australia;Pacific
44037;23-07-2011;5;true;9;772.5036;Australia;Pacific
44038;23-07-2011;5;true;4;3756.9890;Southwest;North America
44039;24-07-2011;5;true;7;772.5036;France;Europe
44040;24-07-2011;5;true;9;3729.3640;Australia;Pacific
44041;24-07-2011;5;true;9;3953.9884;Australia;Pacific
44042;25-07-2011;5;true;10;3953.9884;United Kingdom;Europe
44043;25-07-2011;5;true;10;3953.9884;United Kingdom;Europe
44044;25-07-2011;5;true;10;3953.9884;United Kingdom;Europe
44045;25-07-2011;5;true;7;3756.9890;France;Europe
44046;25-07-2011;5;true;1;3953.9884;Northwest;North America
44047;25-07-2011;5;true;4;3756.9890;Southwest;North America
44048;25-07-2011;5;true;9;3953.9884;Australia;Pacific
44049;26-07-2011;5;true;8;3953.9884;Germany;Europe
44050;26-07-2011;5;true;9;3953.9884;Australia;Pacific
44051;27-07-2011;5;true;10;3953.9884;United Kingdom;Europe
44052;27-07-2011;5;true;9;3953.9884;Australia;Pacific
44053;28-07-2011;5;true;8;772.5036;Germany;Europe
44054;28-07-2011;5;true;8;3953.9884;Germany;Europe
44055;28-07-2011;5;true;8;3953.9884;Germany;Europe
44056;28-07-2011;5;true;8;3953.9884;Germany;Europe
44057;28-07-2011;5;true;1;772.5036;Northwest;North America
44058;28-07-2011;5;true;9;3729.3640;Australia;Pacific
44059;28-07-2011;5;true;9;3953.9884;Australia;Pacific
44060;28-07-2011;5;true;9;772.5036;Australia;Pacific
44061;29-07-2011;5;true;1;3953.9884;Northwest;North America
44062;29-07-2011;5;true;1;3953.9884;Northwest;North America
44063;29-07-2011;5;true;10;3756.9890;United Kingdom;Europe
44064;29-07-2011;5;true;6;3953.9884;Canada;North America
44065;29-07-2011;5;true;4;3953.9884;Southwest;North America
44066;29-07-2011;5;true;4;3756.9890;Southwest;North America
44067;29-07-2011;5;true;9;3953.9884;Australia;Pacific
44068;30-07-2011;5;true;8;3953.9884;Germany;Europe
44069;30-07-2011;5;true;7;3729.3640;France;Europe
44070;30-07-2011;5;true;6;3729.3640;Canada;North America
44071;30-07-2011;5;true;9;3953.9884;Australia;Pacific
44072;30-07-2011;5;true;9;3953.9884;Australia;Pacific
44073;30-07-2011;5;true;9;3729.3640;Australia;Pacific
44134;31-07-2011;5;true;10;3953.9884;United Kingdom;Europe
44135;31-07-2011;5;true;4;3953.9884;Southwest;North America
44136;31-07-2011;5;true;6;3953.9884;Canada;North America
44137;31-07-2011;5;true;9;3953.9884;Australia;Pacific
44138;01-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44139;01-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44140;01-08-2011;5;true;7;3953.9884;France;Europe
44141;01-08-2011;5;true;8;3953.9884;Germany;Europe
44142;01-08-2011;5;true;6;3953.9884;Canada;North America
44143;01-08-2011;5;true;4;3953.9884;Southwest;North America
44144;01-08-2011;5;true;9;3953.9884;Australia;Pacific
44145;01-08-2011;5;true;9;3953.9884;Australia;Pacific
44146;01-08-2011;5;true;9;3953.9884;Australia;Pacific
44147;01-08-2011;5;true;9;3953.9884;Australia;Pacific
44148;02-08-2011;5;true;4;3953.9884;Southwest;North America
44149;02-08-2011;5;true;9;3953.9884;Australia;Pacific
44150;02-08-2011;5;true;9;3953.9884;Australia;Pacific
44151;02-08-2011;5;true;9;772.5036;Australia;Pacific
44152;03-08-2011;5;true;10;3756.9890;United Kingdom;Europe
44153;03-08-2011;5;true;4;3953.9884;Southwest;North America
44154;03-08-2011;5;true;1;3953.9884;Northwest;North America
44155;03-08-2011;5;true;4;3953.9884;Southwest;North America
44156;03-08-2011;5;true;1;3756.9890;Northwest;North America
44157;03-08-2011;5;true;9;3953.9884;Australia;Pacific
44158;04-08-2011;5;true;8;3953.9884;Germany;Europe
44159;04-08-2011;5;true;4;3953.9884;Southwest;North America
44160;04-08-2011;5;true;1;3953.9884;Northwest;North America
44161;05-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44162;05-08-2011;5;true;4;3953.9884;Southwest;North America
44163;05-08-2011;5;true;4;3953.9884;Southwest;North America
44164;05-08-2011;5;true;4;3953.9884;Southwest;North America
44165;05-08-2011;5;true;9;3953.9884;Australia;Pacific
44166;05-08-2011;5;true;1;772.5036;Northwest;North America
44167;05-08-2011;5;true;9;3953.9884;Australia;Pacific
44168;06-08-2011;5;true;7;3953.9884;France;Europe
44169;06-08-2011;5;true;1;3953.9884;Northwest;North America
44170;06-08-2011;5;true;4;3953.9884;Southwest;North America
44171;06-08-2011;5;true;4;3953.9884;Southwest;North America
44172;06-08-2011;5;true;4;772.5036;Southwest;North America
44173;07-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44174;07-08-2011;5;true;9;3953.9884;Australia;Pacific
44175;07-08-2011;5;true;9;3953.9884;Australia;Pacific
44176;08-08-2011;5;true;7;3953.9884;France;Europe
44177;08-08-2011;5;true;10;3729.3640;United Kingdom;Europe
44178;08-08-2011;5;true;4;3953.9884;Southwest;North America
44179;08-08-2011;5;true;1;3729.3640;Northwest;North America
44180;08-08-2011;5;true;9;3756.9890;Australia;Pacific
44181;08-08-2011;5;true;9;3953.9884;Australia;Pacific
44182;08-08-2011;5;true;9;3953.9884;Australia;Pacific
44183;09-08-2011;5;true;4;3953.9884;Southwest;North America
44184;09-08-2011;5;true;9;3953.9884;Australia;Pacific
44185;09-08-2011;5;true;9;3953.9884;Australia;Pacific
44186;11-08-2011;5;true;4;3756.9890;Southwest;North America
44187;11-08-2011;5;true;9;3953.9884;Australia;Pacific
44188;12-08-2011;5;true;10;772.5036;United Kingdom;Europe
44189;12-08-2011;5;true;10;772.5036;United Kingdom;Europe
44190;12-08-2011;5;true;9;3729.3640;Australia;Pacific
44191;12-08-2011;5;true;9;3953.9884;Australia;Pacific
44192;13-08-2011;5;true;8;3953.9884;Germany;Europe
44193;13-08-2011;5;true;4;3953.9884;Southwest;North America
44194;13-08-2011;5;true;9;3953.9884;Australia;Pacific
44195;13-08-2011;5;true;9;3953.9884;Australia;Pacific
44196;13-08-2011;5;true;9;3953.9884;Australia;Pacific
44197;14-08-2011;5;true;4;3953.9884;Southwest;North America
44198;14-08-2011;5;true;4;3953.9884;Southwest;North America
44199;14-08-2011;5;true;9;3953.9884;Australia;Pacific
44200;14-08-2011;5;true;9;3953.9884;Australia;Pacific
44201;15-08-2011;5;true;7;3953.9884;France;Europe
44202;15-08-2011;5;true;4;3953.9884;Southwest;North America
44203;15-08-2011;5;true;4;3953.9884;Southwest;North America
44204;15-08-2011;5;true;4;772.5036;Southwest;North America
44205;15-08-2011;5;true;9;3953.9884;Australia;Pacific
44206;16-08-2011;5;true;10;3756.9890;United Kingdom;Europe
44207;16-08-2011;5;true;4;3953.9884;Southwest;North America
44208;16-08-2011;5;true;4;3756.9890;Southwest;North America
44209;16-08-2011;5;true;9;3953.9884;Australia;Pacific
44210;17-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44211;17-08-2011;5;true;4;3953.9884;Southwest;North America
44212;17-08-2011;5;true;4;3953.9884;Southwest;North America
44213;17-08-2011;5;true;9;3953.9884;Australia;Pacific
44214;17-08-2011;5;true;9;3953.9884;Australia;Pacific
44215;18-08-2011;5;true;1;3953.9884;Northwest;North America
44216;18-08-2011;5;true;8;3953.9884;Germany;Europe
44217;18-08-2011;5;true;1;3953.9884;Northwest;North America
44218;18-08-2011;5;true;6;3953.9884;Canada;North America
44219;18-08-2011;5;true;4;772.5036;Southwest;North America
44220;18-08-2011;5;true;9;3756.9890;Australia;Pacific
44221;18-08-2011;5;true;9;3953.9884;Australia;Pacific
44222;18-08-2011;5;true;9;3953.9884;Australia;Pacific
44223;19-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44224;19-08-2011;5;true;4;3953.9884;Southwest;North America
44225;20-08-2011;5;true;10;772.5036;United Kingdom;Europe
44226;20-08-2011;5;true;7;3953.9884;France;Europe
44227;20-08-2011;5;true;7;3729.3640;France;Europe
44228;20-08-2011;5;true;10;3756.9890;United Kingdom;Europe
44229;20-08-2011;5;true;1;3756.9890;Northwest;North America
44230;20-08-2011;5;true;9;3953.9884;Australia;Pacific
44231;20-08-2011;5;true;7;772.5036;France;Europe
44232;20-08-2011;5;true;9;3953.9884;Australia;Pacific
44233;21-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44234;21-08-2011;5;true;4;3953.9884;Southwest;North America
44235;21-08-2011;5;true;6;3953.9884;Canada;North America
44236;21-08-2011;5;true;1;3953.9884;Northwest;North America
44237;21-08-2011;5;true;9;3953.9884;Australia;Pacific
44238;21-08-2011;5;true;9;3953.9884;Australia;Pacific
44239;22-08-2011;5;true;7;3953.9884;France;Europe
44240;22-08-2011;5;true;8;3953.9884;Germany;Europe
44241;22-08-2011;5;true;4;3953.9884;Southwest;North America
44242;22-08-2011;5;true;1;3953.9884;Northwest;North America
44243;22-08-2011;5;true;9;3953.9884;Australia;Pacific
44244;22-08-2011;5;true;9;3953.9884;Australia;Pacific
44245;22-08-2011;5;true;9;772.5036;Australia;Pacific
44246;23-08-2011;5;true;7;3953.9884;France;Europe
44247;23-08-2011;5;true;9;3953.9884;Australia;Pacific
44248;23-08-2011;5;true;9;3953.9884;Australia;Pacific
44249;24-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44250;24-08-2011;5;true;4;3953.9884;Southwest;North America
44251;24-08-2011;5;true;4;3953.9884;Southwest;North America
44252;25-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44253;25-08-2011;5;true;4;3953.9884;Southwest;North America
44254;25-08-2011;5;true;1;3953.9884;Northwest;North America
44255;25-08-2011;5;true;4;772.5036;Southwest;North America
44256;25-08-2011;5;true;9;3953.9884;Australia;Pacific
44257;26-08-2011;5;true;7;3953.9884;France;Europe
44258;26-08-2011;5;true;8;3953.9884;Germany;Europe
44259;26-08-2011;5;true;1;3953.9884;Northwest;North America
44260;26-08-2011;5;true;1;3953.9884;Northwest;North America
44261;26-08-2011;5;true;6;3953.9884;Canada;North America
44262;26-08-2011;5;true;10;772.5036;United Kingdom;Europe
44263;26-08-2011;5;true;9;3953.9884;Australia;Pacific
44264;26-08-2011;5;true;9;3953.9884;Australia;Pacific
44265;26-08-2011;5;true;9;772.5036;Australia;Pacific
44266;26-08-2011;5;true;9;772.5036;Australia;Pacific
44267;27-08-2011;5;true;8;772.5036;Germany;Europe
44268;27-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44269;28-08-2011;5;true;4;772.5036;Southwest;North America
44270;29-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44271;29-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44272;29-08-2011;5;true;7;3953.9884;France;Europe
44273;29-08-2011;5;true;4;3953.9884;Southwest;North America
44274;29-08-2011;5;true;4;3953.9884;Southwest;North America
44275;29-08-2011;5;true;9;3953.9884;Australia;Pacific
44276;29-08-2011;5;true;9;3953.9884;Australia;Pacific
44277;29-08-2011;5;true;9;3953.9884;Australia;Pacific
44278;29-08-2011;5;true;9;3953.9884;Australia;Pacific
44279;29-08-2011;5;true;9;3953.9884;Australia;Pacific
44320;30-08-2011;5;true;10;3953.9884;United Kingdom;Europe
44321;30-08-2011;5;true;1;3953.9884;Northwest;North America
44322;30-08-2011;5;true;7;772.5036;France;Europe
44323;30-08-2011;5;true;9;3756.9890;Australia;Pacific
44324;31-08-2011;5;true;7;3953.9884;France;Europe
44325;31-08-2011;5;true;9;3729.3640;Australia;Pacific
44326;31-08-2011;5;true;9;3953.9884;Australia;Pacific
44327;01-09-2011;5;true;4;3953.9884;Southwest;North America
